audio_path,sentence,lang,source,augmentation
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000164_orig.wav,침을 뱉으며 덕호는 발짓 손짓을 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761854.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000164_speed095.wav,침을 뱉으며 덕호는 발짓 손짓을 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761854.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000164_speed105.wav,침을 뱉으며 덕호는 발짓 손짓을 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761854.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000164_noise.wav,침을 뱉으며 덕호는 발짓 손짓을 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761854.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000165_orig.wav,아프세요?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761883.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000165_speed095.wav,아프세요?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761883.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000165_speed105.wav,아프세요?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761883.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000165_noise.wav,아프세요?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761883.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000166_orig.wav,나오는 줄 모르게 이런 말이 굴러 나왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761999.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000166_speed095.wav,나오는 줄 모르게 이런 말이 굴러 나왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761999.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000166_speed105.wav,나오는 줄 모르게 이런 말이 굴러 나왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761999.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000166_noise.wav,나오는 줄 모르게 이런 말이 굴러 나왔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_41761999.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000167_orig.wav,오늘은 다행히 담배 꼬투리나마 있으니 그것을 빨면서 발새를 우벼 내지 않았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474940.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000167_speed095.wav,오늘은 다행히 담배 꼬투리나마 있으니 그것을 빨면서 발새를 우벼 내지 않았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474940.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000167_speed105.wav,오늘은 다행히 담배 꼬투리나마 있으니 그것을 빨면서 발새를 우벼 내지 않았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474940.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000167_noise.wav,오늘은 다행히 담배 꼬투리나마 있으니 그것을 빨면서 발새를 우벼 내지 않았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474940.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000168_orig.wav,그 근본책을 알고도 손을 대지 못하는 동혁의 고민은 컸다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474948.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000168_speed095.wav,그 근본책을 알고도 손을 대지 못하는 동혁의 고민은 컸다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474948.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000168_speed105.wav,그 근본책을 알고도 손을 대지 못하는 동혁의 고민은 컸다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474948.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000168_noise.wav,그 근본책을 알고도 손을 대지 못하는 동혁의 고민은 컸다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474948.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000169_orig.wav,내 뱃속으루 났어두 당최 그눔의 속을 들여다볼 수가 있어야지.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474949.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000169_speed095.wav,내 뱃속으루 났어두 당최 그눔의 속을 들여다볼 수가 있어야지.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474949.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000169_speed105.wav,내 뱃속으루 났어두 당최 그눔의 속을 들여다볼 수가 있어야지.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474949.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000169_noise.wav,내 뱃속으루 났어두 당최 그눔의 속을 들여다볼 수가 있어야지.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36474949.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000170_orig.wav,그리고 앞이 아뜩아뜩해지며 기침이 자꾸 기어나오려고 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655270.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000170_speed095.wav,그리고 앞이 아뜩아뜩해지며 기침이 자꾸 기어나오려고 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655270.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000170_speed105.wav,그리고 앞이 아뜩아뜩해지며 기침이 자꾸 기어나오려고 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655270.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000170_noise.wav,그리고 앞이 아뜩아뜩해지며 기침이 자꾸 기어나오려고 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655270.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000171_orig.wav,하루를 연기해서라도 설성월에게 그 이야기를 듣고 나서 어제 맘먹은 대로 청장을 하리라.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655271.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000171_speed095.wav,하루를 연기해서라도 설성월에게 그 이야기를 듣고 나서 어제 맘먹은 대로 청장을 하리라.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655271.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000171_speed105.wav,하루를 연기해서라도 설성월에게 그 이야기를 듣고 나서 어제 맘먹은 대로 청장을 하리라.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655271.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000171_noise.wav,하루를 연기해서라도 설성월에게 그 이야기를 듣고 나서 어제 맘먹은 대로 청장을 하리라.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655271.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000172_orig.wav,건달패와 논다니들이 어우러져서 약물이 아닌 누룩 국물을 마시고 그 심부름을 하는 모양이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655273.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000172_speed095.wav,건달패와 논다니들이 어우러져서 약물이 아닌 누룩 국물을 마시고 그 심부름을 하는 모양이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655273.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000172_speed105.wav,건달패와 논다니들이 어우러져서 약물이 아닌 누룩 국물을 마시고 그 심부름을 하는 모양이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655273.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000172_noise.wav,건달패와 논다니들이 어우러져서 약물이 아닌 누룩 국물을 마시고 그 심부름을 하는 모양이다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655273.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000173_orig.wav,돌아와 보니까 춘우가 와서 자리를 깔고 잠이 혼곤히 들어잔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655275.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000173_speed095.wav,돌아와 보니까 춘우가 와서 자리를 깔고 잠이 혼곤히 들어잔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655275.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000173_speed105.wav,돌아와 보니까 춘우가 와서 자리를 깔고 잠이 혼곤히 들어잔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655275.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000173_noise.wav,돌아와 보니까 춘우가 와서 자리를 깔고 잠이 혼곤히 들어잔다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36655275.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000174_orig.wav,가끔가끔 떨리는 한숨을 쉬기도 하고 고개를 장판 위에 부딪칠 것처럼 꼬박꼬박 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305781.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000174_speed095.wav,가끔가끔 떨리는 한숨을 쉬기도 하고 고개를 장판 위에 부딪칠 것처럼 꼬박꼬박 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305781.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000174_speed105.wav,가끔가끔 떨리는 한숨을 쉬기도 하고 고개를 장판 위에 부딪칠 것처럼 꼬박꼬박 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305781.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000174_noise.wav,가끔가끔 떨리는 한숨을 쉬기도 하고 고개를 장판 위에 부딪칠 것처럼 꼬박꼬박 하였다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305781.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000175_orig.wav,일찍 일어나는 새가 졸린 건 당연한 거 아니었어?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305782.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000175_speed095.wav,일찍 일어나는 새가 졸린 건 당연한 거 아니었어?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305782.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000175_speed105.wav,일찍 일어나는 새가 졸린 건 당연한 거 아니었어?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305782.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000175_noise.wav,일찍 일어나는 새가 졸린 건 당연한 거 아니었어?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305782.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000176_orig.wav,그는 지금에 그의 머리 속에서 일어나려는 환상의 활동을 거기에 전개시키려 한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305783.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000176_speed095.wav,그는 지금에 그의 머리 속에서 일어나려는 환상의 활동을 거기에 전개시키려 한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305783.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000176_speed105.wav,그는 지금에 그의 머리 속에서 일어나려는 환상의 활동을 거기에 전개시키려 한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305783.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000176_noise.wav,그는 지금에 그의 머리 속에서 일어나려는 환상의 활동을 거기에 전개시키려 한다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305783.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000177_orig.wav,"오 저런, 무언가가 망가졌군요!",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305784.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000177_speed095.wav,"오 저런, 무언가가 망가졌군요!",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305784.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000177_speed105.wav,"오 저런, 무언가가 망가졌군요!",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305784.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000177_noise.wav,"오 저런, 무언가가 망가졌군요!",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305784.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000178_orig.wav,"이것 뿐으로도 상당한데, 게다가 이 예배당에는 피아노도 한 대 있었습니다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305785.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000178_speed095.wav,"이것 뿐으로도 상당한데, 게다가 이 예배당에는 피아노도 한 대 있었습니다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305785.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000178_speed105.wav,"이것 뿐으로도 상당한데, 게다가 이 예배당에는 피아노도 한 대 있었습니다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305785.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000178_noise.wav,"이것 뿐으로도 상당한데, 게다가 이 예배당에는 피아노도 한 대 있었습니다.",ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305785.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000179_orig.wav,모두가 한 때일 뿐.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305787.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000179_speed095.wav,모두가 한 때일 뿐.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305787.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000179_speed105.wav,모두가 한 때일 뿐.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305787.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000179_noise.wav,모두가 한 때일 뿐.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305787.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000180_orig.wav,점심 먹을래?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305788.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000180_speed095.wav,점심 먹을래?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305788.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000180_speed105.wav,점심 먹을래?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305788.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000180_noise.wav,점심 먹을래?,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36305788.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000181_orig.wav,동혁이도 억지로 흥분을 가라앉히며 기천의 하는 꼴을 바라다보았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890297.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000181_speed095.wav,동혁이도 억지로 흥분을 가라앉히며 기천의 하는 꼴을 바라다보았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890297.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000181_speed105.wav,동혁이도 억지로 흥분을 가라앉히며 기천의 하는 꼴을 바라다보았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890297.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000181_noise.wav,동혁이도 억지로 흥분을 가라앉히며 기천의 하는 꼴을 바라다보았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890297.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000182_orig.wav,싱앗대는 이렇게 말하며 유서방을 곁눈질해 보았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890298.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000182_speed095.wav,싱앗대는 이렇게 말하며 유서방을 곁눈질해 보았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890298.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000182_speed105.wav,싱앗대는 이렇게 말하며 유서방을 곁눈질해 보았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890298.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000182_noise.wav,싱앗대는 이렇게 말하며 유서방을 곁눈질해 보았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890298.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000183_orig.wav,아까 팽경창에게 욕을 보고 추운 겨울의 거리를 지향 없이 돌아다닐 때,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890313.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000183_speed095.wav,아까 팽경창에게 욕을 보고 추운 겨울의 거리를 지향 없이 돌아다닐 때,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890313.mp3,speed095
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000183_speed105.wav,아까 팽경창에게 욕을 보고 추운 겨울의 거리를 지향 없이 돌아다닐 때,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890313.mp3,speed105
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000183_noise.wav,아까 팽경창에게 욕을 보고 추운 겨울의 거리를 지향 없이 돌아다닐 때,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890313.mp3,noise
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000184_orig.wav,어떤 불쾌한 생각과 아울러자 기도 모를 감정에 떠돌고 있는 것을 깨달았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890314.mp3,orig
C:\Github\cstool\data\processed\ko_augmented\clips\ko_aug_000184_speed095.wav,어떤 불쾌한 생각과 아울러자 기도 모를 감정에 떠돌고 있는 것을 깨달았다.,ko,C:\Github\cstool\data\raw\cv_ko\clips\common_voice_ko_36890314.mp3,speed095
